first_name,last_name,born,Pos,birth_city,birth_state
BONZI,WELLS,1976,SF,Muncie,Indiana
DAVID,WESLEY,1970,SG,San Antonio,Texas
DOUG,WEST,1967,SG,Altoona,Pennsylvania
JAHIDI,WHITE,1976,C,St. Louis,Missouri
CHRIS,WHITNEY,1971,PG,Hopkinsville,Kentucky
AARON,WILLIAMS,1971,PF,Evanston,Illinois
ERIC,WILLIAMS,1972,SF,Newark,New Jersey
JASON,WILLIAMS,1968,PG,Ritter,South Carolina
JEROME,WILLIAMS,1973,PF,Washington,District of Columbia
JEROME,WILLIAMS,1973,PF,Washington,District of Columbia
JEROME,WILLIAMS,1973,PF,Washington,District of Columbia
MONTY,WILLIAMS,1971,SF,Fredericksburg,Virginia
SCOTT,WILLIAMS,1968,C,Hacienda Heights,California
SHAMMOND,WILLIAMS,1975,PG,Bronx,New York
CORLISS,WILLIAMSON,1970,SF,Twiggs,Georgia
CORLISS,WILLIAMSON,1970,SF,Twiggs,Georgia
CORLISS,WILLIAMSON,1970,SF,Twiggs,Georgia
KEVIN,WILLIS,1961,C,New York,New York
KEVIN,WILLIS,1961,C,New York,New York
KEVIN,WILLIS,1961,C,New York,New York
DAVID,WINGATE,1963,SG,Baltimore,Maryland
RUBEN,WOLKOWYSKI,1973,PF,Buenos Aries,Argentina
LORENZEN,WRIGHT,1945,C,Newark,New Jersey
WANG,ZHIZHI,1977,C,Beijing,China
TARIQ,ABDUL-WAHAD,1974,SG,Maisons Alfort,France
TARIQ,ABDUL-WAHAD,1974,SG,Maisons Alfort,France
TARIQ,ABDUL-WAHAD,1974,SG,Maisons Alfort,France
SHAREEF,ABDUR-RAHIM,1976,PF,Marietta,Georgia
COURTNEY,ALEXANDER,1973,SG,Waynesboro,Virginia
VICTOR,ALEXANDER,1969,C,Detroit,Michigan
MALIK,ALLEN,1978,PF,Willingboro,New Jersey
RAY,ALLEN,1965,SG,Milton,Florida
RAFER,ALSTON,1976,PG,New York,New York
JOHN,AMAECHI,1970,PF,Boston,Massachusetts
CHRIS,ANDERSEN,1978,C,Long Beach,California
DEREK,ANDERSON,1974,SG,Louisville,Kentucky
KENNY,ANDERSON,1970,PG,Queens,New York
NICK,ANDERSON,1968,SG,Chicago,Illinois
SHANDON,ANDERSON,1973,SG,Atlanta,Georgia
GREG,ANTHONY,1967,PG,Las Vegas,Nevada
GREG,ANTHONY,1967,PG,Las Vegas,Nevada
GREG,ANTHONY,1967,PG,Las Vegas,Nevada
GILBERT,ARENAS,1982,PG,Los Angeles,California
BRANDON,ARMSTRONG,1980,SG,San Francisco,California
DARRELL,ARMSTRONG,1968,PG,Gastonia,North Carolina
CARLOS,ARROYO,1979,PG,Fajardo,Puerto Rico
CARLOS,ARROYO,1979,PG,Fajardo,Puerto Rico
CARLOS,ARROYO,1979,PG,Fajardo,Puerto Rico
CHUCKY,ATKINS,1974,PG,Orlando,Florida
STACEY,AUGMON,1968,SG,Pasadena,California
ISAAC,AUSTIN,1969,C,Gridley,California
WILLIAM,AVERY,1979,PG,Augusta,Georgia
DALIBOR,BAGARIC,1980,C,Croatia,Unknown
VIN,BAKER,1971,C,Lake Wales,Florida
ERICK,BARKLEY,1978,PG,Queens,New York
DANA,BARROS,1967,PG,Boston,Massachusetts
BRENT,BARRY,1971,SG,Hempstead,New York
JON,BARRY,1969,SG,Oakland,California
MENGKE,BATEER,1975,C,Beijing,China
TONY,BATTIE,1976,C,Dallas,Texas
SHANE,BATTIER,1978,SF,Birmingham,Michigan
CHARLIE,BELL,1979,SG,Flint,Michigan
CHARLIE,BELL,1979,SG,Flint,Michigan
CHARLIE,BELL,1979,SG,Flint,Michigan
RAJA,BELL,1976,SG,St. Croix,U.S. Virgin Islands
JONATHAN,BENDER,1981,SF,Picayune,Mississippi
TRAVIS,BEST,1972,PG,Springfield,Massachusetts
TRAVIS,BEST,1972,PG,Springfield,Massachusetts
TRAVIS,BEST,1972,PG,Springfield,Massachusetts
MIKE,BIBBY,1978,PG,Cherry Hill,New Jersey
CHAUNCEY,BILLUPS,1976,PG,Denver,Colorado
MOOKIE,BLAYLOCK,1967,PG,Garland,Texas
CORIE,BLOUNT,1969,PF,Monrovia,California
MARK,BLOUNT,1975,C,Dobbs Ferry,New York
CALVIN,BOOTH,1976,C,Reynoldsburg,Ohio
RUBEN,BOUMTJE-BOUMTJE,1978,C,Edda,Cameroon
CAL,BOWDLER,1977,PF,Sharps,Virginia
BRUCE,BOWEN,1971,SF,Merced,California
RYAN,BOWEN,1975,SF,Fort Madison,Iowa
IRA,BOWMAN,1973,SG,Newark,New Jersey
EARL,BOYKINS,1976,PG,Cleveland,Ohio
MICHAEL,BRADLEY,1979,PF,Worcester,Massachusetts
SHAWN,BRADLEY,1972,C,Landstuhl,Germany
ELTON,BRAND,1979,PF,Cortlandt Manor,New York
TERRELL,BRANDON,1970,PG,Portland,Oregon
JAMISON,BREWER,1980,SG,East Point,Georgia
PRIMOZ,BREZEC,1979,C,Postojna,Slovenia
CHUCKY,BROWN,1968,SF,New York,New York
DAMONE,BROWN,1923,SF,Eureka,California
DEE,BROWN,1968,PG,Jacksonville,Florida
ERNEST,BROWN,1979,C,Bronx,New York
KEDRICK,BROWN,1981,SF,Zachary,Louisiana
KWAME,BROWN,1982,PF,Charleston,South Carolina
RANDY,BROWN,1965,PG,Atlanta,Georgia
TIERRE,BROWN,1979,SG,Iowa,Louisiana
RICK,BRUNSON,1972,PG,Syracuse,New York
KOBE,BRYANT,1978,SG,Philadelphia,Pennsylvania
MARK,BRYANT,1965,PF,Glen Ridge,New Jersey
GREG,BUCKNER,1976,SG,Hopkinsville,Kentucky
JUD,BUECHLER,1968,SF,San Diego,California
JUD,BUECHLER,1968,SF,San Diego,California
JUD,BUECHLER,1968,SF,San Diego,California
RODNEY,BUFORD,1977,SG,Milwaukee,Wisconsin
MATT,BULLARD,1967,PF,Des Moines,Iowa
MITCHELL,BUTLER,1946,SG,Memphis,Tennessee
JASON,CAFFEY,1973,PF,Mobile,Alabama
MARCUS,CAMBY,1974,C,Hartford,Connecticut
ELDEN,CAMPBELL,1968,PF,Los Angeles,California
BRIAN,CARDINAL,1977,PF,Tolono,Illinois
ANTHONY,CARTER,1975,PG,Milwaukee,Wisconsin
VINCE,CARTER,1977,SG,Daytona Beach,Florida
SAM,CASSELL,1969,PG,Baltimore,Maryland
KELVIN,CATO,1974,C,Atlanta,Georgia
TYSON,CHANDLER,1982,C,Hanford,California
CALBERT,CHEANEY,1971,SG,Evansville,Indiana
CHRIS,CHILDS,1967,PG,Bakersfield,California
DOUG,CHRISTIE,1970,SG,Seattle,Washington
KEON,CLARK,1975,C,Danville,Illinois
SPEEDY,CLAXTON,1978,PG,Queens,New York
MATEEN,CLEAVES,1977,PG,Flint,Michigan
DERRICK,COLEMAN,1967,PF,Mobile,Alabama
BIMBO,COLES,1968,PG,Covington,Virginia
JASON,COLLIER,1973,C,Jacksonville,Florida
JARRON,COLLINS,1973,C,Jacksonville,Florida
JASON,COLLINS,1973,C,Jacksonville,Florida
CHRIS,CRAWFORD,1975,PF,Kalamazoo,Michigan
JAMAL,CRAWFORD,1980,PG,Seattle,Washington
JOE,CRISPIN,1979,PG,Pitman,New Jersey
JOE,CRISPIN,1979,PG,Pitman,New Jersey
JOE,CRISPIN,1979,PG,Pitman,New Jersey
AUSTIN,CROSHERE,1975,PF,Los Angeles,California
JOHN,CROTTY,1969,PG,Orange,New Jersey
VONTEEGO,CUMMINGS,1976,PG,Thomson,Georgia
DELL,CURRY,1964,SG,Harrisonburg,Virginia
EDDY,CURRY,1982,C,Harvey,Illinois
MICHAEL,CURRY,1968,SG,Anniston,Alabama
SAMUEL,DALEMBERT,1981,C,Port-Au-Prince,Haiti
ERICK,DAMPIER,1975,C,Jackson,Mississippi
ANTONIO,DANIELS,1975,SG,Columbus,Ohio
ANTONIO,DAVIS,1968,PF,Oakland,California
BARON,DAVIS,1979,PG,Los Angeles,California
DALE,DAVIS,1969,C,Toccoa,Georgia
EMANUAL,DAVIS,1968,PG,Philadelphia,Pennsylvania
HUBERT,DAVIS,1970,SG,Winston-Salem,North Carolina
RICKY,DAVIS,1979,SF,Las Vegas,Nevada
ANDREW,DECLERCQ,1973,C,Detroit,Michigan
TONY,DELK,1974,SG,Covington,Tennessee
TONY,DELK,1974,SG,Covington,Tennessee
TONY,DELK,1974,SG,Covington,Tennessee
DERRICK,DIAL,1975,SG,Detroit,Michigan
DERRICK,DIAL,1975,SG,Detroit,Michigan
DERRICK,DIAL,1975,SG,Detroit,Michigan
MICHAEL,DICKERSON,1975,SG,Greenville,South Carolina
DESAGANA,DIOP,1982,C,Dakar,Senegal
VLADE,DIVAC,1968,C,Prijepolje,Serbia
MICHAEL,DOLEAC,1977,C,San Antonio,Texas
KEYON,DOOLING,1980,PG,Ft. Lauderdale,Florida
BRYCE,DREW,1974,PG,Baton Rouge,Louisiana
PREDRAG,DROBNJAK,1975,C,Bijelo Polje,Montenegro
CHRIS,DUDLEY,1950,C,Harrisburg,Pennsylvania
TIM,DUNCAN,1976,PF,St. Croix,U.S. Virgin Islands
HOWARD,EISLEY,1972,PG,Detroit,Michigan
OBINNA,EKEZIE,1975,PF,Port Harcourt,Nigeria
LAPHONSO,ELLIS,1970,SF,East St. Louis,Illinois
EVAN,ESCHMEYER,1975,C,New Knoxville,Ohio
MAURICE,EVANS,1978,SG,Wichita,Kansas
PATRICK,EWING*,1962,C,Kingston,Jamaica
DANNY,FERRY,1966,SF,Hyattsville,Maryland
MICHAEL,FINLEY,1973,SF,Melrose Park,Illinois
DEREK,FISHER,1974,PG,Little Rock,Arkansas
MARCUS,FIZER,1978,PF,Detroit,Michigan
ISAAC,FONTAINE,1975,SG,Sacramento,California
ALTON,FORD,1971,PF,Greenwood,Mississippi
JOSEPH,FORTE,1981,SG,Atlanta,Georgia
DANNY,FORTSON,1976,PF,Philadelphia,Pennsylvania
GREG,FOSTER,1968,PF,Oakland,California
JEFF,FOSTER,1977,C,San Antonio,Texas
ANTONIS,FOTSIS,1981,PF,Athens,Greece
TREMAINE,FOWLKES,1976,SF,Los Angeles,California
RICK,FOX,1969,SF,Toronto,Canada
ADONAL,FOYLE,1975,C,Canouan,Saint Vincent and the Grenadines
STEVE,FRANCIS,1977,PG,Silver Spring,Maryland
LAWRENCE,FUNDERBURKE,1970,PF,Columbus,Ohio
KEVIN,GARNETT,1976,PF,Mauldin,South Carolina
DEAN,GARRETT,1966,C,Los Angeles,California
DEAN,GARRETT,1966,C,Los Angeles,California
DEAN,GARRETT,1966,C,Los Angeles,California
PAT,GARRITY,1976,PF,Las Vegas,Nevada
PAU,GASOL,1980,C,Barcelona,Spain
CHRIS,GATLING,1967,PF,Elizabeth,New Jersey
MATT,GEIGER,1969,C,Salem,Massachusetts
DEVEAN,GEORGE,1977,SF,Minneapolis,Minnesota
EDDIE,GILL,1978,PG,Aurora,Colorado
KENDALL,GILL,1968,SG,Chicago,Illinois
DION,GLOVER,1978,SG,Marietta,Georgia
STEVE,GOODRICH,1976,SF,Philadelphia,Pennsylvania
BRIAN,GRANT,1972,PF,Columbus,Ohio
HORACE,GRANT,1965,C,Augusta,Georgia
ADRIAN,GRIFFIN,1974,SG,Wichita,Kansas
EDDIE,GRIFFIN,1982,PF,Philadelphia,Pennsylvania
TOM,GUGLIOTTA,1969,PF,Huntington Station,New York
DARVIN,HAM,1973,SF,Saginaw,Michigan
RICHARD,HAMILTON,1978,SG,Coatesville,Pennsylvania
TANG,HAMILTON,1978,SF,Jackson,Mississippi
ZENDON,HAMILTON,1975,PF,Floral Park,New York
ANFERNEE,HARDAWAY,1971,SG,Memphis,Tennessee
TIM,HARDAWAY,1966,PG,Chicago,Illinois
TIM,HARDAWAY,1966,PG,Chicago,Illinois
TIM,HARDAWAY,1966,PG,Chicago,Illinois
MATT,HARPRING,1976,SF,Cincinnati,Ohio
AL,HARRINGTON,1980,PF,Orange,New Jersey
OTHELLA,HARRINGTON,1974,PF,Jackson,Mississippi
LUCIOUS,HARRIS,1970,SG,Los Angeles,California
JASON,HART,1978,PG,Los Angeles,California
ANTONIO,HARVEY,1970,PF,Pascagoula,Mississippi
DONNELL,HARVEY,1980,PF,Shellman,Georgia
DONNELL,HARVEY,1980,PF,Shellman,Georgia
DONNELL,HARVEY,1980,PF,Shellman,Georgia
TRENTON,HASSELL,1979,SG,Clarksville,Tennessee
KIRK,HASTON,1979,PF,Loblesville,Tennessee
BRENDAN,HAYWOOD,1979,C,New York,New York
ALAN,HENDERSON,1972,PF,Indianapolis,Indiana
CEDRIC,HENDERSON,1965,SF,Marietta,Georgia
GRANT,HILL,1972,SF,Dallas,Texas
TYRONE,HILL,1968,PF,Cincinnati,Ohio
FRED,HOIBERG,1972,SG,Lincoln,Nebraska
ROBERT,HORRY,1970,PF,Andalusia,Alabama
EDDIE,HOUSE,1978,PG,Berkeley,California
ALLAN,HOUSTON,1971,SG,Louisville,Kentucky
JUWAN,HOWARD,1973,PF,Chicago,Illinois
JUWAN,HOWARD,1973,PF,Chicago,Illinois
JUWAN,HOWARD,1973,PF,Chicago,Illinois
TROY,HUDSON,1976,PG,Carbondale,Illinois
LARRY,HUGHES,1979,SG,St. Louis,Missouri
LINDSEY,HUNTER,1970,PG,Utica,Mississippi
STEVEN,HUNTER,1981,C,Chicago,Illinois
ZYDRUNAS,ILGAUSKAS,1975,C,Kaunas,Lithuania
ALLEN,IVERSON*,1975,SG,Hampton,Virginia
BOBBY,JACKSON,1973,PG,East Spencer,North Carolina
JAREN,JACKSON,1967,SG,New Orleans,Louisiana
JERMAINE,JACKSON,1976,SG,Detroit,Michigan
JIM,JACKSON,1970,SF,Toledo,Ohio
MARC,JACKSON,1965,C,Brooklyn,New York
MARC,JACKSON,1965,C,Brooklyn,New York
MARC,JACKSON,1965,C,Brooklyn,New York
MARK,JACKSON,1965,PG,Brooklyn,New York
STEPHEN,JACKSON,1970,SF,Tuskegee,Alabama
JEROME,JAMES,1975,C,Tampa,Florida
MIKE,JAMES,1975,PG,Copaigue,New York
TIM,JAMES,1976,SF,Miami,Florida
ANTAWN,JAMISON,1976,SF,Shreveport,Louisiana
HAROLD,JAMISON,1976,PF,Orangeburg,South Carolina
RICHARD,JEFFERSON,1980,SF,Los Angeles,California
ANTHONY,JOHNSON,1932,SG,Los Angeles,California
AVERY,JOHNSON,1965,PG,New Orleans,Louisiana
AVERY,JOHNSON,1965,PG,New Orleans,Louisiana
AVERY,JOHNSON,1965,PG,New Orleans,Louisiana
DERMARR,JOHNSON,1954,SF,San Pedro,California
ERVIN,JOHNSON,1966,C,Brooklyn,New York
JOE,JOHNSON,1947,SG,Carthage,Mississippi
JOE,JOHNSON,1947,SG,Carthage,Mississippi
JOE,JOHNSON,1947,SG,Carthage,Mississippi
ALVIN,JONES,1978,C,Luxembourg,Luxembourg
DAMON,JONES,1976,PG,Galveston,Texas
EDDIE,JONES,1956,SG,Fort Rucker,Alabama
JUMAINE,JONES,1979,PF,Cocoa,Florida
POPEYE,JONES,1970,PF,Dresden,Tennessee
MICHAEL,JORDAN*,1963,SF,Brooklyn,New York
SHAWN,KEMP,1969,PF,Elkhart,Indiana
STEVE,KERR,1965,PG,Beirut,Lebanon
JASON,KIDD,1973,PG,San Francisco,California
ANDREI,KIRILENKO,1981,SF,Izhevsk,Russia
KERRY,KITTLES,1974,SG,Dayton,Ohio
BREVIN,KNIGHT,1975,PG,Livingston,New Jersey
TRAVIS,KNIGHT,1974,C,Salt Lake City,Utah
TONI,KUKOC,1968,SF,Split,Croatia
CHRISTIAN,LAETTNER,1969,PF,Angola,New York
RAEF,LAFRENTZ,1976,C,Hampton,Iowa
RAEF,LAFRENTZ,1976,C,Hampton,Iowa
RAEF,LAFRENTZ,1976,C,Hampton,Iowa
TRAJAN,LANGDON,1976,SG,Palo Alto,California
DAN,LANGHI,1977,SF,Chicago,Illinois
RUSTY,LARUE,1973,PG,Winston-Salem,North Carolina
VOSHON,LENARD,1973,SG,Detroit,Michigan
QUINCY,LEWIS,1977,SG,Little Rock,Arkansas
RASHARD,LEWIS,1963,SF,Philadelphia,Pennsylvania
RANDY,LIVINGSTON,1975,PG,New Orleans,Louisiana
ART,LONG,1972,PF,Rochester,New York
GRANT,LONG,1966,PF,Wayne,Michigan
FELIPE,LOPEZ,1974,SG,Santo Domingo,Dominican Republic
TYRONN,LUE,1977,PG,Mexico,Missouri
GEORGE,LYNCH,1970,SF,Roanoke,Virginia
TODD,MACCULLOCH,1976,C,Winnipeg,Canada
SAM,MACK,1970,SF,Chicago,Illinois
MARK,MADSEN,1976,PF,Walnut Creek,California
COREY,MAGGETTE,1979,SG,Melrose Park,Illinois
JAMAAL,MAGLOIRE,1978,C,Toronto,Canada
DAN,MAJERLE,1965,SG,Traverse City,Michigan
KARL,MALONE*,1963,PF,Summerfield,Louisiana
DANNY,MANNING,1966,PF,Hattiesburg,Mississippi
STEPHON,MARBURY,1977,PG,Brooklyn,New York
SHAWN,MARION,1978,SF,Waukegan,Illinois
SEAN,MARKS,1975,C,Auckland,New Zealand
DONNY,MARSHALL,1973,SF,Reading,Pennsylvania
DONYELL,MARSHALL,1973,SF,Reading,Pennsylvania
DARRICK,MARTIN,1971,PG,Denver,Colorado
KENYON,MARTIN,1977,PF,Saginaw,Michigan
JAMAL,MASHBURN,1972,SF,New York,New York
ANTHONY,MASON,1966,PF,Miami,Florida
DESMOND,MASON,1977,SF,Waxahachie,Texas
TONY,MASSENBURG,1967,PF,Sussex,Virginia
WALTER,MCCARTY,1974,PF,Evansville,Indiana
AMAL,MCCASKILL,1973,C,Maywood,Illinois
GEORGE,MCCLOUD,1967,SF,Daytona Beach,Florida
JELANI,MCCOY,1977,C,Oakland,California
ANTONIO,MCDYESS,1974,PF,Quitman,Mississippi
TRACY,MCGRADY,1979,SG,Bartow,Florida
JEFF,MCINNIS,1974,PG,Charlotte,North Carolina
DERRICK,MCKEY,1966,SF,Meridian,Mississippi
AARON,MCKIE,1972,SG,Philadelphia,Pennsylvania
STANISLAV,MEDVEDENKO,1979,C,Karapyshi,Ukraine
RON,MERCER,1976,SG,Nashville,Tennessee
RON,MERCER,1976,SG,Nashville,Tennessee
RON,MERCER,1976,SG,Nashville,Tennessee
CHRIS,MIHM,1979,C,Milwaukee,Wisconsin
DARIUS,MILES,1981,SF,Belleville,Illinois
ANDRE,MILLER,1971,PG,Benton Harbor,Michigan
BRAD,MILLER,1976,C,Fort Wayne,Indiana
BRAD,MILLER,1976,C,Fort Wayne,Indiana
BRAD,MILLER,1976,C,Fort Wayne,Indiana
MIKE,MILLER,1980,SF,Mitchell,South Dakota
REGGIE,MILLER*,1965,SG,Riverside,California
CHRIS,MILLS,1970,SF,Los Angeles,California
SAM,MITCHELL,1963,SF,Columbus,Georgia
CUTTINO,MOBLEY,1975,SG,Philadelphia,Pennsylvania
NAZR,MOHAMMED,1977,C,Chicago,Illinois
JEROME,MOISO,1978,C,Paris,France
ERIC,MONTROSS,1971,C,Indianapolis,Indiana
MIKKI,MOORE,1975,C,Orangeburg,South Carolina
TERENCE,MORRIS,1979,SF,Frederick,Maryland
HANNO,MOTTOLA,1976,C,Helsinki,Finland
ALONZO,MOURNING*,1970,C,Chesapeake,Virginia
TROY,MURPHY,1980,PF,Morristown,New Jersey
LAMOND,MURRAY,1973,SF,Pasadena,California
TRACY,MURRAY,1971,SF,Los Angeles,California
DIKEMBE,MUTOMBO*,1966,C,Kinshasa,Democratic Republic of the Congo
MAMADOU,N'DIAYE,1973,C,Dakar,Senegal
LEE,NAILON,1975,SF,South Bend,Indiana
EDUARDO,NAJERA,1976,PF,Meoqui,Mexico
STEVE,NASH,1974,PG,Johannesburg,South Africa
TYRONE,NESBY,1976,SF,Cairo,Illinois
RASHO,NESTEROVIC,1976,C,Ljubljana,Slovenia
IRA,NEWBLE,1975,SF,Southfield,Michigan
JOHNNY,NEWMAN,1963,SF,Danville,Virginia
MOOCHIE,NORRIS,1973,PG,Washington,District of Columbia
DIRK,NOWITZKI,1978,C,Wurzburg,Germany
JERMAINE,O'NEAL,1978,PF,Columbia,South Carolina
SHAQUILLE,O'NEAL*,1972,C,Newark,New Jersey
CHARLES,OAKLEY,1963,PF,Cleveland,Ohio
LAMAR,ODOM,1979,SF,Jamaica,New York
HAKEEM,OLAJUWON*,1963,C,Lagos,Nigeria
DEAN,OLIVER,1978,PG,Quincy,Illinois
KEVIN,OLLIE,1972,PG,Dallas,Texas
KEVIN,OLLIE,1972,PG,Dallas,Texas
KEVIN,OLLIE,1972,PG,Dallas,Texas
MICHAEL,OLOWOKANDI,1975,C,Lagos,Nigeria
GREG,OSTERTAG,1973,C,Dallas,Texas
BO,OUTLAW,1971,PF,San Antonio,Texas
BO,OUTLAW,1971,PF,San Antonio,Texas
BO,OUTLAW,1971,PF,San Antonio,Texas
DOUG,OVERTON,1969,PG,Philadelphia,Pennsylvania
OLUMIDE,OYEDEJI,1981,C,Ibadan,Nigeria
ROBERT,PACK,1969,PG,New Orleans,Louisiana
SCOTT,PADGETT,1976,PF,Louisville,Kentucky
MILT,PALACIO,1978,PG-SG,Los Angeles,California
MILT,PALACIO,1978,PG,Los Angeles,California
MILT,PALACIO,1978,SG,Los Angeles,California
TONY,PARKER,1982,PG,Bruges,Belgium
RUBEN,PATTERSON,1975,SF,Cleveland,Ohio
GARY,PAYTON*,1968,PG,Oakland,California
ANTHONY,PEELER,1969,SG,Kansas City,Missouri
MIKE,PENBERTHY,1974,PG,Los Gatos,California
ELLIOT,PERRY,1969,PG,Memphis,Tennessee
WESLEY,PERSON,1971,SG,Crenshaw,Alabama
MORRIS,PETERSON,1977,SF,Flint,Michigan
ERIC,PIATKOWSKI,1970,SG,Steubenville,Ohio
PAUL,PIERCE,1977,SG,Oakland,California
SCOTTIE,PIPPEN*,1965,SF,Hamburg,Arkansas
SCOT,POLLARD,1975,C,Murray,Utah
MARK,POPE,1972,PF,Omaha,Nebraska
TERRY,PORTER,1963,PG,Milwaukee,Wisconsin
JAMES,POSEY,1977,SF,Cleveland,Ohio
LAVOR,POSTELL,1978,SG,Albany,Georgia
VITALY,POTAPENKO,1975,C,Kiev,Ukraine
BRENT,PRICE,1968,PG,Shawnee,Oklahoma
JOEL,PRZYBILLA,1979,C,Monticello,Minnesota
VLADIMIR,RADMANOVIC,1980,PF,Trebinje Srpska-Bih,Bosnia and Herzegovina
ZACH,RANDOLPH,1981,PF,Marion,Indiana
THEO,RATLIFF,1973,C,Demopolis,Alabama
ZELJKO,REBRACA,1972,C,Apatin,Serbia
ELDRIDGE,RECASNER,1967,PG-SG,New Orleans,Louisiana
ELDRIDGE,RECASNER,1967,SG,New Orleans,Louisiana
ELDRIDGE,RECASNER,1967,PG,New Orleans,Louisiana
MICHAEL,REDD,1979,SG,Columbus,Ohio
DON,REID,1973,PF,Washington,District of Columbia
GLEN,RICE,1967,SF,Jacksonville,Arkansas
JASON,RICHARDSON,1981,SG,Saginaw,Michigan
NORM,RICHARDSON,1979,SG,Brooklyn,New York
NORM,RICHARDSON,1979,SG,Brooklyn,New York
NORM,RICHARDSON,1979,SG,Brooklyn,New York
QUENTIN,RICHARDSON,1980,SG,Chicago,Illinois
MITCH,RICHMOND*,1965,SG,Fort Lauderdale,Florida
ISAIAH,RIDER,1971,SG,Oakland,California
CLIFFORD,ROBINSON,1960,PF,Oakland,California
DAVID,ROBINSON*,1965,C,Key West,Florida
EDDIE,ROBINSON,1976,SF,Flint,Michigan
GLENN,ROBINSON,1973,SF,Gary,Indiana
LARRY,ROBINSON,1968,SG,Bossier City,Louisiana
CARLOS,ROGERS,1971,C,Detroit,Michigan
RODNEY,ROGERS,1971,SF,Durham,North Carolina
RODNEY,ROGERS,1971,SF,Durham,North Carolina
RODNEY,ROGERS,1971,SF,Durham,North Carolina
SEAN,ROOKS,1969,C,New York,New York
JALEN,ROSE,1973,SF,Detroit,Michigan
JALEN,ROSE,1973,SF,Detroit,Michigan
JALEN,ROSE,1973,SF,Detroit,Michigan
MALIK,ROSE,1974,PF,Philadelphia,Pennsylvania
MICHAEL,RUFFIN,1977,PF,Denver,Colorado
BRYON,RUSSELL,1970,SG,San Bernardino,California
DANIEL,SANTIAGO,1976,C,Lubbock,Texas
JERYL,SASSER,1979,SG,Dallas,Texas
KENNY,SATTERFIELD,1981,PG,New York,New York
BRIAN,SCALABRINE,1978,PF,Long Beach,California
SHAWNELLE,SCOTT,1972,C,New York,New York
ANSU,SESAY,1976,SF,Greensboro,North Carolina
BRIAN,SHAW,1966,PG,Oakland,California
BOBBY,SIMMONS,1980,SF,Chicago,Illinois
DICKEY,SIMPKINS,1972,PF,Fort Washington,Maryland
BRIAN,SKINNER,1976,PF,Temple,Texas
REGGIE,SLATER,1970,PF,Houston,Texas
REGGIE,SLATER,1970,PF,Houston,Texas
REGGIE,SLATER,1970,PF,Houston,Texas
CHARLES,SMITH,1965,SG,Bridgeport,Connecticut
JABARI,SMITH,1977,C,Atlanta,Georgia
JABARI,SMITH,1977,C,Atlanta,Georgia
JABARI,SMITH,1977,C,Atlanta,Georgia
JOE,SMITH,1944,C,Columbus,Mississippi
LEON,SMITH,1980,C,Chicago,Illinois
STEVE,SMITH,1969,SG,Highland Park,Michigan
ERIC,SNOW,1973,PG,Canton,Ohio
WILL,SOLOMON,1978,SG,Hartford,Connecticut
FELTON,SPENCER,1968,C,Louisville,Kentucky
LATRELL,SPREWELL,1970,SF,Milwaukee,Wisconsin
JERRY,STACKHOUSE,1974,SF,Kinston,North Carolina
JOHN,STARKS,1965,SG,Tulsa,Oklahoma
VLADIMIR,STEPANIA,1976,C,Georgia,Unknown
DESHAWN,STEVENSON,1981,SG,Fresno,California
MICHAEL,STEWART,1975,C,Cucq-Trepied-Stella-Plage,France
BRYANT,STITH,1970,SG,Emporia,Virginia
JOHN,STOCKTON*,1962,PG,Spokane,Washington
PEJA,STOJAKOVIC,1977,SF,Slavoska Pozega ,Croatia
DAMON,STOUDAMIRE,1973,PG,Portland,Oregon
ERICK,STRICKLAND,1973,PG,Opelika,Alabama
MARK,STRICKLAND,1970,SF,Atlanta,Georgia
ROD,STRICKLAND,1940,PG,Jacksonville,Florida
BRUNO,SUNDOV,1980,C,Split,Croatia
BOB,SURA,1973,PG,Wilkes-Barre,Pennsylvania
STROMILE,SWIFT,1979,PF,Shreveport,Louisiana
WALLY,SZCZERBIAK,1949,SF,Pittsburgh,Pennsylvania
JASON,TERRY,1977,SG,Seattle,Washington
ETAN,THOMAS,1978,C,Harlem,New York
KENNY,THOMAS,1977,PF,Atlanta,Georgia
KURT,THOMAS,1972,C,Dallas,Texas
TIM,THOMAS,1977,SF,Paterson,New Jersey
JAMAAL,TINSLEY,1978,PG,Brooklyn,New York
OSCAR,TORRES,1976,SG,Caracas,Venezuela
ROBERT,TRAYLOR,1977,PF,Detroit,Michigan
GARY,TRENT,1974,PF,Columbus,Ohio
JEFF,TREPAGNIER,1979,SG,Los Angeles,California
JAKE,TSAKALIDIS,1979,C,Rustavi,Georgia
HEDO,TURKOGLU,1979,SF,Istanbul,Turkey
RATKO,VARDA,1979,C,Bosanska Gradiska,Bosnia and Herzegovina
JACQUE,VAUGHN,1975,PG,Los Angeles,California
JAKE,VOSKUHL,1977,C,Tulsa,Oklahoma
ANTOINE,WALKER,1955,PF,Long Island City,New York
SAMAKI,WALKER,1976,PF,Columbus,Ohio
BEN,WALLACE,1974,C,White Hall,Alabama
GERALD,WALLACE,1982,SF,Sylacauga,Alabama
JOHN,WALLACE,1974,SF,Rochester,New York
RASHEED,WALLACE,1974,PF,Philadelphia,Pennsylvania
CHARLIE,WARD,1970,PG,Thomasville,Georgia
EARL,WATSON,1979,PG,Kansas City,Kansas
