_c0,Player,height,weight,collage,born,birth_city,birth_state,First_Name,Last_Name
94,Noble Jorgensen,206,103,University of Iowa,1925,Unknown,Unknown,Noble,Jorgensen
95,George Kaftan,190,86,College of the Holy Cross,1928,New York,New York,George,Kaftan
96,Leo Katkaveck,183,83,North Carolina State University,1923,Unknown,Unknown,Leo,Katkaveck
97,Jack Kerris,198,97,Loyola University of Chicago,1925,Unknown,Unknown,Jack,Kerris
98,Bob Kinney,198,97,Rice University,1920,Fort Scott,Kansas,Bob,Kinney
99,Walt Kirk,190,78,University of Illinois at Urbana-Champaign,1924,Mount Vernon,Illinois,Walt,Kirk
100,Leo Klier,188,77,University of Notre Dame,1923,Washington,Indiana,Leo,Klier
101,Duane Klueh,190,79,Indiana State University,1926,Bottineau,North Dakota,Duane,Klueh
102,Lee Knorek,201,97,University of Detroit Mercy,1921,Warsaw,Poland,Lee,Knorek
103,Milo Komenich,201,96,University of Wyoming,1920,Unknown,Unknown,Milo,Komenich
104,Leo Kubiak,180,72,Bowling Green State University,1927,Unknown,Unknown,Leo,Kubiak
105,Frank Kudelka,188,87,Saint Mary's College of California,1925,Unknown,Unknown,Frank,Kudelka
106,Walt Lautenbach,188,83,University of Wisconsin,1922,Unknown,Unknown,Walt,Lautenbach
107,Tony Lavelli,190,83,Yale University,1926,Somerville,Massachusetts,Tony,Lavelli
108,Ed Leede,190,83,Dartmouth College,1927,Unknown,Unknown,Ed,Leede
109,Andrew Levane,188,86,St. John's University,1920,Brooklyn,New York,Andrew,Levane
110,Freddie Lewis,188,88,Eastern Kentucky University,1921,Brooklyn,New York,Freddie,Lewis
111,Ron Livingstone,208,99,University of Wyoming,1925,Unknown,Unknown,Ron,Livingstone
112,John Logan,188,79,Indiana University,1921,Richmond,Indiana,John,Logan
113,Ray Lumpp,185,80,New York University,1923,Brooklyn,New York,Ray,Lumpp
114,Ed Macauley*,203,83,Saint Louis University,1928,St. Louis,Missouri,Ed,Macauley*
115,Johnny Macknowski,183,81,Seton Hall University,1923,Unknown,Unknown,Johnny,Macknowski
116,John Mahnken,203,99,Georgetown University,1922,New Jersey,New Jersey,John,Mahnken
117,John Mandic,193,92,Oregon State University,1919,Los Angeles,California,John,Mandic
118,Slater Martin*,178,77,University of Texas at Austin,1925,El Mina,Texas,Slater,Martin*
119,Ariel Maughan,193,86,Utah State University,1923,Salt Lake City,Utah,Ariel,Maughan
120,Matt Mazza,190,95,Michigan State University,1923,Niagara Falls,New York,Matt,Mazza
121,Mike McCarron,180,81,Seton Hall University,1922,Unknown,Unknown,Mike,McCarron
122,Dick McGuire*,183,81,St. John's University,1926,Huntington,New York,Dick,McGuire*
123,Bones McKinney,198,83,University of North Carolina,1919,Lowlands,North Carolina,Bones,McKinney
124,Mal McMullen,196,95,Xavier University,1927,Unknown,Unknown,Mal,McMullen
125,Dick Mehen,196,88,University of Tennessee,1922,Unknown,Unknown,Dick,Mehen
126,Ken Menke,183,76,University of Illinois at Urbana-Champaign,1922,Unknown,Unknown,Ken,Menke
127,Stan Miasek,196,95,Unknown,1924,Unknown,Unknown,Stan,Miasek
128,Ed Mikan,203,104,DePaul University,1925,Unknown,Unknown,Ed,Mikan
129,George Mikan*,208,111,DePaul University,1924,Joliet,Illinois,George,Mikan*
130,Vern Mikkelsen*,201,104,Hamline University,1928,Fresno,California,Vern,Mikkelsen*
131,Al Miksis,201,95,Western Illinois University,1928,Unknown,Unknown,Al,Miksis
132,Murray Mitchell,201,95,Sam Houston State University,1923,Unknown,Unknown,Murray,Mitchell
133,Leo Mogus,193,86,Youngstown State University,1921,Ohio,Unknown,Leo,Mogus
134,Max Morris,188,88,Northwestern University,1925,Unknown,Unknown,Max,Morris
135,Joe Mullaney,183,74,College of the Holy Cross,1925,Long Island,New York,Joe,Mullaney
136,Jerry Nagel,183,86,Loyola University of Chicago,1928,Chicago,Illinois,Jerry,Nagel
137,Jack Nichols,201,100,University of Washington,1926,Unknown,Unknown,Jack,Nichols
138,Richie Niemiera,185,74,University of Notre Dame,1921,Chicago,Illinois,Richie,Niemiera
139,Paul Noel,193,83,University of Kentucky,1924,Midway,Kentucky,Paul,Noel
140,Jim Nolan,203,95,Georgia Institute of Technology,1927,Macon,Georgia,Jim,Nolan
141,Johnny Norlander,190,81,Hamline University,1921,Virginia,Minnesota,Johnny,Norlander
142,George Nostrand,203,88,University of Wyoming,1924,Uniondale,New York,George,Nostrand
143,Mike Novak,206,99,Loyola University of Chicago,1915,Chicago,Illinois,Mike,Novak
144,Dermie O'Connell,183,78,College of the Holy Cross,1928,Unknown,Unknown,Dermie,O'Connell
145,Andy O'Donnell,185,81,Loyola College in Maryland,1925,Unknown,Unknown,Andy,O'Donnell
146,Dick O'Keefe,188,83,Santa Clara University,1923,San Francisco,California,Dick,O'Keefe
147,John Oldham,190,79,Western Kentucky University,1923,Beaver Dam,Kentucky,John,Oldham
148,Gene Ollrich,180,72,Drake University,1922,Whiting,Indiana,Gene,Ollrich
149,Johnny Orr,190,88,Beloit College,1927,Yale,Kansas,Johnny,Orr
150,Don Otten,208,108,Bowling Green State University,1921,Bellefontaine,Ohio,Don,Otten
151,Mac Otten,201,99,Bowling Green State University,1925,Bellefontaine,Ohio,Mac,Otten
152,Red Owens,190,83,Baylor University,1925,Unknown,Unknown,Red,Owens
153,Easy Parham,190,90,Texas Wesleyan University,1921,Fort Worth,Texas,Easy,Parham
154,Jack Parkinson,183,78,University of Kentucky,1924,Yorktown,Indiana,Jack,Parkinson
155,Charlie Parsley,188,79,Western Kentucky University,1925,Unknown,Unknown,Charlie,Parsley
156,Stan Patrick,188,83,University of Illinois at Urbana-Champaign,1922,Unknown,Unknown,Stan,Patrick
157,Johnny Payak,193,78,Bowling Green State University,1926,Unknown,Unknown,Johnny,Payak
158,Warren Perkins,190,86,Tulane University,1922,New Orleans,Louisiana,Warren,Perkins
159,Ed Peterson,206,99,Cornell University,1924,Unknown,Unknown,Ed,Peterson
160,Jack Phelan,196,88,DePaul University,1925,Chicago,Illinois,Jack,Phelan
161,Andy Phillip*,188,88,University of Illinois at Urbana-Champaign,1922,Granite City,Illinois,Andy,Phillip*
162,Jim Pollard*,193,83,Stanford University,1922,Oakland,California,Jim,Pollard*
163,John Pritchard,206,99,Drake University,1927,Unknown,Unknown,John,Pritchard
164,Les Pugh,201,86,Ohio State University,1923,Unknown,Unknown,Les,Pugh
165,Don Putman,201,86,Unknown,1923,Unknown,Unknown,Don,Putman
166,George Ratkovicz,198,99,Unknown,1922,Chicago,Illinois,George,Ratkovicz
167,Don Ray,196,86,Western Kentucky University,1921,Mt. Juliet,Tennessee,Don,Ray
168,Chick Reiser,180,74,New York University,1914,Unknown,Unknown,Chick,Reiser
169,Arnie Risen*,206,90,Ohio State University,1924,Williamstown,Kentucky,Arnie,Risen*
170,Tex Ritter,188,83,Eastern Kentucky University,1924,Richmond,Kentucky,Tex,Ritter
171,Bill Roberts,206,95,University of Wyoming,1925,Fort Wayne,Indiana,Bill,Roberts
172,Red Rocha,206,83,Oregon State University,1923,Hilo,Hawaii,Red,Rocha
173,Kenny Rollins,183,76,University of Kentucky,1923,Charlestown,Missouri,Kenny,Rollins
174,Bob Royer,178,70,Indiana State University,1927,Unknown,Unknown,Bob,Royer
175,Jerry Rullo,178,74,Temple University,1923,Philadelphia,Pennsylvania,Jerry,Rullo
176,Ed Sadowski,196,108,Seton Hall University,1917,Johnstown,Pennsylvania,Ed,Sadowski
177,Kenny Sailors,178,79,University of Wyoming,1921,Bushnell,Nebraska,Kenny,Sailors
178,Pep Saul,188,83,Seton Hall University,1924,Unknown,Unknown,Pep,Saul
179,Herm Schaefer,183,79,Indiana University,1918,Fort Wayne,Indiana,Herm,Schaefer
180,Marv Schatzman,196,90,Saint Louis University,1927,Unknown,Unknown,Marv,Schatzman
181,Fred Schaus,196,92,West Virginia University,1925,Newark,Ohio,Fred,Schaus
182,Dolph Schayes*,203,99,New York University,1928,New York,New York,Dolph,Schayes*
183,Milt Schoon,201,104,Valparaiso University,1922,Unknown,Unknown,Milt,Schoon
184,Howie Schultz,198,90,Hamline University,1922,St. Paul,Minnesota,Howie,Schultz
185,Dick Schulz,188,87,University of Wisconsin,1917,Racine,Wisconsin,Dick,Schulz
186,Fred Scolari,178,81,University of San Francisco,1922,San Francisco,California,Fred,Scolari
187,Wayne See,190,86,Northern Arizona University,1923,Clemenceau,Arizona,Wayne,See
188,Glen Selbo,190,88,University of Wisconsin,1926,Unknown,Unknown,Glen,Selbo
189,Rollie Seltz,178,74,Hamline University,1924,McIntosh,Minnesota,Rollie,Seltz
190,Jim Seminoff,188,86,University of Southern California,1922,Los Angelse,California,Jim,Seminoff
191,George Senesky,188,81,Saint Joseph's University,1922,Mahanoy City,Pennsylvania,George,Senesky
192,Paul Seymour,185,81,University of Toledo,1928,Toledo,Ohio,Paul,Seymour
193,Carl Shaeffer,190,83,University of Alabama,1924,Delphi,Indiana,Carl,Shaeffer
194,Howie Shannon,188,79,Kansas State University,1923,Manhattan,Kansas,Howie,Shannon
195,Charley Shipp,185,90,Catholic University of America,1913,Unknown,Unknown,Charley,Shipp
196,Connie Simmons,203,100,Unknown,1925,Newark,New Jersey,Connie,Simmons
197,Belus Smawley,185,88,Appalachian State University,1918,Golden Valley,North Carolina,Belus,Smawley
198,Jack Smiley,190,86,University of Illinois at Urbana-Champaign,1922,Sandwich,Illinois,Jack,Smiley
199,Chips Sobek,183,81,University of Notre Dame,1920,Unknown,Unknown,Chips,Sobek
200,Odie Spears,196,92,Western Kentucky University,1925,Unknown,Unknown,Odie,Spears
201,Art Spector,193,90,Villanova University,1920,Philadelphia,Pennsylvania,Art,Spector
202,Ed Stanczak,185,83,Unknown,1921,Unknown,Unknown,Ed,Stanczak
203,Gene Stump,188,83,DePaul University,1923,Unknown,Unknown,Gene,Stump
204,Mike Todorovich,196,99,University of Wyoming,1923,Unknown,Unknown,Mike,Todorovich
205,Jack Toomay,198,97,University of the Pacific,1922,Ontario,California,Jack,Toomay
206,Bob Tough,183,83,St. John's University,1920,New York,New York,Bob,Tough
207,Blackie Towery,193,95,Western Kentucky University,1920,Caldwell,Kentucky,Blackie,Towery
208,Dick Triptow,183,77,DePaul University,1922,Chicago,Illinois,Dick,Triptow
209,Butch Van,183,77,Unknown,1922,Unknown,Unknown,Butch,Van
210,Gene Vance,190,88,University of Illinois at Urbana-Champaign,1923,Unknown,Unknown,Gene,Vance
211,Ernie Vandeweghe,190,88,Colgate University,1928,Montreal,Canada,Ernie,Vandeweghe
212,Floyd Volker,193,92,University of Wyoming,1921,Casper,Wyoming,Floyd,Volker
213,Whitey Von,193,92,Unknown,1921,Unknown,Unknown,Whitey,Von
214,Clint Wager,198,95,Saint Mary's University of Minnesota,1920,Winona,Minnesota,Clint,Wager
215,Danny Wagner,183,77,University of Texas at Austin,1922,Unknown,Unknown,Danny,Wagner
216,Brady Walker,198,92,Brigham Young University,1921,Provo,Utah,Brady,Walker
217,Paul Walther,188,72,University of Tennessee,1927,Covington,Kentucky,Paul,Walther
218,Bobby Wanzer*,183,77,Seton Hall University,1921,Brooklyn,New York,Bobby,Wanzer*
219,Murray Wier,175,70,University of Iowa,1926,Grand View,Iowa,Murray,Wier
220,D.C. Wilcutt,175,70,Unknown,1926,Unknown,Unknown,D.C.,Wilcutt
221,Bob Wood,175,70,Northern Illinois University,1921,Unknown,Unknown,Bob,Wood
222,Max Zaslofsky,188,77,St. John's University,1925,Brooklyn,New York,Max,Zaslofsky
223,nan,Unknown,Unknown,nan,Unknown,Unknown,Unknown,nan,
224,Paul Arizin*,193,86,Villanova University,1928,Philadelphia,Pennsylvania,Paul,Arizin*
225,Ed Beach,190,90,West Virginia University,1929,Unknown,Unknown,Ed,Beach
226,Leon Blevins,188,72,University of Arizona,1926,Unknown,Unknown,Leon,Blevins
227,Ike Borsavage,203,99,Temple University,1924,Plymouth,Pennsylvania,Ike,Borsavage
228,Art Burris,196,99,University of Tennessee,1924,Unknown,Unknown,Art,Burris
229,Gerry Calabrese,185,79,St. John's University,1925,Hoboken,New Jersey,Gerry,Calabrese
230,Cal Christensen,196,95,University of Toledo,1927,Unknown,Unknown,Cal,Christensen
231,Nat Clifton*,198,99,Xavier University of Louisiana,1922,Little Rock,Arkansas,Nat,Clifton*
232,Chuck Cooper,196,95,Duquesne University,1926,Unknown,Unknown,Chuck,Cooper
233,Bob Cousy*,185,79,College of the Holy Cross,1928,New York,New York,Bob,Cousy*
234,Hank DeZonie,198,97,Clark Atlanta University,1922,Unknown,Unknown,Hank,DeZonie
235,Bob Donham,188,86,Ohio State University,1926,Unknown,Unknown,Bob,Donham
236,Ray Ellefson,203,104,West Texas A&M University,1922,Brookings,South Dakota,Ray,Ellefson
237,Larry Foust,206,97,La Salle University,1928,Painesville,Ohio,Larry,Foust
238,Ed Gayda,193,95,Washington State University,1927,Unknown,Unknown,Ed,Gayda
239,Joe Hutton,185,77,Hamline University,1928,Unknown,Unknown,Joe,Hutton
240,Bob Lavoy,201,83,Western Kentucky University,1926,Unknown,Unknown,Bob,Lavoy
241,Earl Lloyd*,196,90,West Virginia State University,1928,Unknown,Unknown,Earl,Lloyd*
242,Don Lofgran,196,90,University of San Francisco,1928,Oakland,California,Don,Lofgran
243,Norm Mager,196,83,City College of New York,1926,Unknown,Unknown,Norm,Mager
244,Joe McNamee,198,95,University of San Francisco,1926,Unknown,Unknown,Joe,McNamee
245,Chuck Mrazovich,196,83,Eastern Kentucky University,1924,Unknown,Unknown,Chuck,Mrazovich
246,Ken Murray,188,86,St. Bonaventure University,1928,Unknown,Unknown,Ken,Murray
247,Tommy O'Keefe,188,83,Georgetown University,1928,Jersey City,New Jersey,Tommy,O'Keefe
248,Kevin O'Shea,188,79,University of Notre Dame,1925,San Francisco,California,Kevin,O'Shea
249,Don Rehfeldt,201,95,University of Wisconsin,1927,Chicago,Illinois,Don,Rehfeldt
250,Jim Riffey,193,90,Tulane University,1923,Unknown,Unknown,Jim,Riffey
251,Alan Sawyer,196,88,"University of California, Los Angeles",1928,Long Beach,California,Alan,Sawyer
252,Herb Scherer,206,96,Long Island University,1928,Unknown,Unknown,Herb,Scherer
253,Dick Schnittker,196,90,Ohio State University,1928,Kelleys Island,Ohio,Dick,Schnittker
254,Bill Sharman*,185,79,University of Southern California,1926,Abilene,Texas,Bill,Sharman*
255,Don Barksdale*,198,90,"University of California, Los Angeles",1923,Oakland,California,Don,Barksdale*
256,Elmer Behnke,201,95,Bradley University,1929,Rockford,Illinois,Elmer,Behnke
257,Stan Brown,190,90,Unknown,1929,Unknown,Unknown,Stan,Brown
258,Ed Dahler,196,86,Duquesne University,1926,Unknown,Unknown,Ed,Dahler
259,Nate DeLong,198,99,University of Wisconsin-River Falls,1926,Unknown,Unknown,Nate,DeLong
260,Dick Dickey,185,79,North Carolina State University,1926,Grant County,Indiana,Dick,Dickey
261,Jake Fendley,183,81,Northwestern University,1929,Unknown,Unknown,Jake,Fendley
262,Jerry Fowler,203,104,University of Missouri,1927,Unknown,Unknown,Jerry,Fowler
263,Lew Hitch,203,90,Kansas State University,1929,Griggsville,Illinois,Lew,Hitch
264,Mel Hutchins,198,90,Brigham Young University,1928,Sacramento,California,Mel,Hutchins
265,Neil Johnston*,203,95,Ohio State University,1929,Chillicothe,Ohio,Neil,Johnston*
266,Jack Kiley,185,77,Syracuse University,1929,Unknown,Unknown,Jack,Kiley
267,George King,183,79,University of Charleston,1928,Charleston,West Virginia,George,King
268,John McConathy,196,88,Northwestern State University,1930,Sailes,Louisiana,John,McConathy
269,Alfred McGuire*,188,81,St. John's University,1928,New York,New York,Alfred,McGuire*
270,Dave Minor,188,83,"University of California, Los Angeles",1922,Missouri,Unknown,Dave,Minor
271,Ralph O'Brien,175,72,Butler University,1928,Henshaw,Kentucky,Ralph,O'Brien
272,Wally Osterkorn,196,97,University of Illinois at Urbana-Champaign,1928,Unknown,Unknown,Wally,Osterkorn
273,Mel Payton,193,83,Tulane University,1926,Unknown,Unknown,Mel,Payton
274,John Pilch,190,83,University of Wyoming,1925,Sheridan,Wyoming,John,Pilch
275,Ray Ragelis,193,92,Northwestern University,1928,Unknown,Unknown,Ray,Ragelis
276,Sam Ranzino,185,83,North Carolina State University,1927,Gary,Indiana,Sam,Ranzino
277,John Rennicke,188,83,Drake University,1929,Unknown,Unknown,John,Rennicke
278,Don Savage,190,92,LeMoyne College,1928,Unknown,Unknown,Don,Savage
279,Chuck Share,211,106,Bowling Green State University,1927,Unknown,Unknown,Chuck,Share
280,Zeke Sinicola,178,74,Niagara University,1929,Unknown,Unknown,Zeke,Sinicola
281,Whitey Skoog,180,81,University of Minnesota,1926,Duluth,Minnesota,Whitey,Skoog
282,Jim Slaughter,211,95,University of South Carolina,1928,Unknown,Unknown,Jim,Slaughter
283,Bill Tosheff,185,79,Indiana University,1926,Unknown,Unknown,Bill,Tosheff
284,Bob Wilson,193,83,West Virginia State University,1926,Unknown,Unknown,Bob,Wilson
285,Jim Baechtold,193,92,Eastern Kentucky University,1927,McKeesport,Pennsylvania,Jim,Baechtold
286,Jim Brasco,185,77,New York University,1931,Brooklyn,New York,Jim,Brasco
287,Dick Bunt,183,77,New York University,1930,Queens,New York,Dick,Bunt
288,Gene Conley,203,102,Washington State University,1930,Muskogee,Oklahoma,Gene,Conley
289,Pete Darcey,201,98,Oklahoma State University,1930,Unknown,Unknown,Pete,Darcey
290,Blaine Denning,188,79,Lawrence Technological University,1930,Unknown,Unknown,Blaine,Denning
291,Danny Finn,185,83,St. John's University,1928,Unknown,Unknown,Danny,Finn
292,Dick Groat,180,81,Duke University,1930,Wilkinsburg,Pennsylvania,Dick,Groat
293,Don Hanrahan,201,90,Loyola University of Chicago,1929,Unknown,Unknown,Don,Hanrahan
294,Don Henriksen,201,102,University of California,1929,Unknown,Unknown,Don,Henriksen
295,Jim Holstein,190,81,University of Cincinnati,1930,Unknown,Unknown,Jim,Holstein
296,Bob Lochmueller,196,83,University of Louisville,1927,Unknown,Unknown,Bob,Lochmueller
297,Mo Mahoney,188,92,Brown University,1927,Unknown,Unknown,Mo,Mahoney
298,Al Masino,178,78,Canisius College,1928,Unknown,Unknown,Al,Masino
299,Jack McCloskey,188,86,University of Pennsylvania,1925,Mahanoy City,Pennsylvania,Jack,McCloskey
300,Bucky McConnell,178,77,Marshall University,1928,Unknown,Unknown,Bucky,McConnell
301,George McLeod,196,90,Texas Christian University,1931,Unknown,Unknown,George,McLeod
302,Jack McMahon,185,83,St. John's University,1928,Unknown,Unknown,Jack,McMahon
303,Monk Meineke,201,94,University of Dayton,1930,Dayton,Ohio,Monk,Meineke
304,Eddie Miller,203,102,Syracuse University,1931,Unknown,Unknown,Eddie,Miller
305,Bill Mlkvy,193,86,Temple University,1931,Palmerton,Pennsylvania,Bill,Mlkvy
306,Jim Mooney,196,97,Villanova University,1930,Unknown,Unknown,Jim,Mooney
307,Bob Naber,190,83,University of Louisville,1929,Unknown,Unknown,Bob,Naber
308,John O'Boyle,188,83,Colorado State University,1928,Unknown,Unknown,John,O'Boyle
309,Mike O'Neill,190,95,University of California,1928,Unknown,Unknown,Mike,O'Neill
310,Claude Overton,188,88,East Central University,1927,Unknown,Unknown,Claude,Overton
311,Ralph Polson,201,90,Whitworth,1929,Unknown,Unknown,Ralph,Polson
312,Bob Priddy,190,86,New Mexico State University,1930,Unknown,Unknown,Bob,Priddy
313,Moe Radovich,183,72,University of Wyoming,1929,Unknown,Unknown,Moe,Radovich
314,Sherwin Raiken,188,83,Villanova University,1928,Unknown,Unknown,Sherwin,Raiken
315,Gene Rhodes,185,77,Western Kentucky University,1927,Unknown,Unknown,Gene,Rhodes
316,Dick Surhoff,193,95,Long Island University,1929,Unknown,Unknown,Dick,Surhoff
317,Mark Workman,206,97,West Virginia University,1930,Charleston,West Virginia,Mark,Workman
318,Zeke Zawoluk,201,97,St. John's University,1930,Brooklyn,New York,Zeke,Zawoluk
319,Don Ackerman,183,83,Long Island University,1930,New York,New York,Don,Ackerman
320,Don Asmonga,188,83,Alliance College,1928,West Mifflin,Pennsylvania,Don,Asmonga
321,Ernie Barrett,190,81,Kansas State University,1929,Pratt,Kansas,Ernie,Barrett
322,Ernie Beck,193,86,University of Pennsylvania,1931,Philadelphia,Pennsylvania,Ernie,Beck
323,Irv Bemoras,190,83,University of Illinois at Urbana-Champaign,1930,Unknown,Unknown,Irv,Bemoras
324,Bill Bolger,196,92,Georgetown University,1931,Unknown,Unknown,Bill,Bolger
325,Walt Davis,203,92,Texas A&M University,1931,Beaumont,Texas,Walt,Davis
326,Gene Dyker,198,102,DePaul University,1930,Unknown,Unknown,Gene,Dyker
327,Ed Earle,190,86,Loyola University of Chicago,1927,Unknown,Unknown,Ed,Earle
328,Ray Felix,211,99,Long Island University,1930,New York,New York,Ray,Felix
329,Jim Fritsche,203,95,Hamline University,1931,Unknown,Unknown,Jim,Fritsche
330,Jack George,188,86,La Salle University,1928,Swissvale,Pennsylvania,Jack,George
331,Bato Govedarica,180,83,DePaul University,1928,Unknown,Unknown,Bato,Govedarica
332,Norm Grekin,196,81,La Salle University,1930,Philadelphia,Pennsylvania,Norm,Grekin
333,Rollen Hans,188,95,Long Island University,1931,Unknown,Unknown,Rollen,Hans
334,Bob Houbregs*,201,95,University of Washington,1932,Vancouver,Canada,Bob,Houbregs*
335,Billy Kenville,188,84,St. Bonaventure University,1930,Elmhurst,New York,Billy,Kenville
336,Dick Knostman,198,97,Kansas State University,1931,Wamego,Kansas,Dick,Knostman
337,Clyde Lovellette*,206,106,University of Kansas,1929,Petersburg,Indiana,Clyde,Lovellette*
338,Jim Luisi,188,81,St. Francis College,1928,Unknown,Unknown,Jim,Luisi
339,Jack Molinas,198,90,Columbia University,1931,New York,New York,Jack,Molinas
340,Jim Neal,211,106,Wofford College,1930,Unknown,Unknown,Jim,Neal
341,Paul Nolen,211,106,Texas Tech University,1929,Unknown,Unknown,Paul,Nolen
342,Bob Peterson,196,95,University of Oregon,1932,San Mateo,California,Bob,Peterson
343,James Phelan,196,88,DePaul University,1925,Chicago,Illinois,James,Phelan
344,Connie Rea,190,79,Centenary College of Louisiana,1935,Unknown,Unknown,Connie,Rea
345,Frank Reddout,196,88,Syracuse University,1935,Unknown,Unknown,Frank,Reddout
346,Al Roges,193,88,Long Island University,1930,Unknown,Unknown,Al,Roges
347,Ed Smith,198,81,Harvard University,1929,West Jefferson,Ohio,Ed,Smith
348,Joe Smyth,190,97,Niagara University,1929,Unknown,Unknown,Joe,Smyth
349,Don Sunderlage,185,81,University of Illinois at Urbana-Champaign,1929,Roselle,Illinois,Don,Sunderlage
350,Norm Swanson,198,95,University of Detroit Mercy,1930,Chicago,Illinois,Norm,Swanson
351,Hal Uplinger,193,83,Long Island University,1929,Unknown,Unknown,Hal,Uplinger
352,Isaac Walthour,180,73,Unknown,1930,New York City,New York,Isaac,Walthour
353,George Yardley*,196,86,Stanford University,1928,Hollywood,California,George,Yardley*
354,Don Anielak,201,86,Missouri State University,1930,Unknown,Unknown,Don,Anielak
355,Tom Brennan,190,88,Villanova University,1930,Unknown,Unknown,Tom,Brennan
356,Bob Carney,190,77,Bradley University,1932,Unknown,Unknown,Bob,Carney
357,Fred Christ,193,95,Fordham University,1930,Unknown,Unknown,Fred,Christ
358,Bert Cook,190,83,Utah State University,1929,Unknown,Unknown,Bert,Cook
359,Larry Costello,185,84,Niagara University,1931,Minoa,New York,Larry,Costello
360,George Dempsey,188,86,King's College,1929,Philadelphia,Pennsylvania,George,Dempsey
361,Fred Diute,190,95,St. Bonaventure University,1929,Unknown,Unknown,Fred,Diute
362,Dick Farley,193,86,Indiana University,1932,Unknown,Unknown,Dick,Farley
363,Chuck Grigsby,196,86,University of Dayton,1928,Dayton,Ohio,Chuck,Grigsby
364,Herm Hedderick,196,77,Canisius College,1930,Erie,Pennsylvania,Herm,Hedderick
365,Ed Kalafat,198,111,University of Minnesota,1932,Unknown,Unknown,Ed,Kalafat
366,Mike Kearns,188,80,Princeton University,1929,Trenton,New Jersey,Mike,Kearns
367,Red Kerr,206,104,University of Illinois at Urbana-Champaign,1932,Chicago,Illinois,Red,Kerr
368,Dan King,198,99,Western Kentucky University,1931,Unknown,Unknown,Dan,King
369,Bob Knight,188,83,Unknown,1929,Unknown,Unknown,Bob,Knight
370,Ronnie MacGilvray,188,83,St. John's University,1930,Unknown,Unknown,Ronnie,MacGilvray
371,Tom Marshall,193,97,Western Kentucky University,1931,Unknown,Unknown,Tom,Marshall
372,Phil Martin,190,86,University of Toledo,1928,Unknown,Unknown,Phil,Martin
373,Ken McBride,190,86,University of Maryland Eastern Shore,1928,Unknown,Unknown,Ken,McBride
374,Carl McNulty,190,83,Purdue University,1930,Unknown,Unknown,Carl,McNulty
375,Jackie Moore,196,81,La Salle University,1932,Philadelphia,Pennsylvania,Jackie,Moore
376,Red Morrison,203,99,University of Idaho,1932,Unknown,Unknown,Red,Morrison
377,Boris Nachamkin,198,95,New York University,1933,Unknown,Unknown,Boris,Nachamkin
378,Togo Palazzi,193,92,College of the Holy Cross,1932,Union City,New Jersey,Togo,Palazzi
379,Bob Pettit*,206,92,Louisiana State University,1932,Baton Rouge,Louisiana,Bob,Pettit*
380,Frank Ramsey*,190,86,University of Kentucky,1931,Corydon,Kentucky,Frank,Ramsey*
381,Dick Rosenthal,196,92,University of Notre Dame,1930,Unknown,Unknown,Dick,Rosenthal
382,Frank Selvy,190,81,Furman University,1932,Corbin,Kentucky,Frank,Selvy
383,Gene Shue,188,77,University of Maryland,1931,Baltimore,Maryland,Gene,Shue
384,Art Spoelstra,206,99,Western Kentucky University,1932,Unknown,Unknown,Art,Spoelstra
385,Jim Tucker,201,83,Duquesne University,1932,Paris,Kentucky,Jim,Tucker
386,Jack Turner,193,77,Western Kentucky University,1930,Bedford,Indiana,Jack,Turner
387,Bobby Watson,183,72,University of Kentucky,1930,Central City,Kentucky,Bobby,Watson
388,Skippy Whitaker,185,81,University of Kentucky,1930,Unknown,Unknown,Skippy,Whitaker
389,Jesse Arnelle,196,99,Pennsylvania State University,1933,New Rochelle,New York,Jesse,Arnelle
390,Dick Atha,188,86,Indiana State University,1931,Otterbein,Indiana,Dick,Atha
391,Don Bielke,201,108,Valparaiso University,1931,Unknown,Unknown,Don,Bielke
392,Ed Conlin,196,90,Fordham University,1933,Unknown,Unknown,Ed,Conlin
393,Red Davis,201,99,St. John's University,1932,Unknown,Unknown,Red,Davis
394,Corky Devlin,196,88,George Washington University,1931,Unknown,Unknown,Corky,Devlin
395,Walter Dukes,213,99,Seton Hall University,1930,Rochester,New York,Walter,Dukes
396,Ron Feiereisel,190,83,DePaul University,1931,Unknown,Unknown,Ron,Feiereisel
397,Al Ferrari,193,86,Michigan State University,1933,New York,New York,Al,Ferrari
398,Ed Fleming,190,85,Niagara University,1933,Unknown,Unknown,Ed,Fleming
399,Dick Garmaker,190,90,University of Minnesota,1932,Hibbing,Minnesota,Dick,Garmaker
400,Tom Gola*,198,92,La Salle University,1933,Philadelphia,Pennsylvania,Tom,Gola*
401,Chris Harris,190,86,University of Dayton,1933,Southampton,United Kingdom,Chris,Harris
402,Dick Hemric,198,99,Wake Forest University,1933,Jonesville,North Carolina,Dick,Hemric
403,Larry Hennessy,190,83,Villanova University,1929,Unknown,Unknown,Larry,Hennessy
404,Johnny Horan,203,86,University of Dayton,1932,Unknown,Unknown,Johnny,Horan
405,Jim Loscutoff,196,99,University of Oregon,1930,San Francisco,California,Jim,Loscutoff
406,Chuck Mencel,183,76,University of Minnesota,1933,Phillips,Wisconsin,Chuck,Mencel
407,Chuck Noble,193,86,University of Louisville,1931,Unknown,Unknown,Chuck,Noble
408,Med Park,188,92,University of Missouri,1933,Britton,South Dakota,Med,Park
