_c0,Player,height,weight,collage,born,birth_city,birth_state,First_Name,Last_Name
2011,Sarunas Marciulionis*,196,90,Unknown,1964,Kaunas,Lithuania,Sarunas,Marciulionis*
2012,Jeff Martin,196,88,Murray State University,1967,Cherry Valley,Arkansas,Jeff,Martin
2013,Anthony Mason,201,113,Tennessee State University,1966,Miami,Florida,Anthony,Mason
2014,Bob McCann,198,110,Morehead State University,1964,Morristown,New Jersey,Bob,McCann
2015,Mel McCants,203,108,Purdue University,1967,Chicago,Illinois,Mel,McCants
2016,George McCloud,198,92,Florida State University,1967,Daytona Beach,Florida,George,McCloud
2017,Carlton McKinney,193,86,Southern Methodist University,1964,San Diego,California,Carlton,McKinney
2018,Scott Meents,208,102,University of Illinois at Urbana-Champaign,1964,Kankakee,Illinois,Scott,Meents
2019,Sam Mitchell,198,95,Mercer University,1963,Columbus,Georgia,Sam,Mitchell
2020,Mike Morrison,193,88,Loyola College in Maryland,1967,Washington,District of Columbia,Mike,Morrison
2021,John Morton,190,81,Seton Hall University,1967,Bronx,New York,John,Morton
2022,Dyron Nix,201,95,University of Tennessee,1967,Meridian,Mississippi,Dyron,Nix
2023,Zarko Paspalj,206,97,Unknown,1966,Pljevlja,Montenegro,Zarko,Paspalj
2024,Kenny Payne,203,88,University of Louisville,1966,Laurel,Mississippi,Kenny,Payne
2025,Drazen Petrovic*,196,88,Unknown,1964,Sibenik,Croatia,Drazen,Petrovic*
2026,Brian Quinnett,203,106,Washington State University,1966,Pullman,Washington,Brian,Quinnett
2027,J.R. Reid,203,106,Unknown,1966,Unknown,Unknown,J.R.,Reid
2028,Glen Rice,201,97,University of Michigan,1967,Jacksonville,Arkansas,Glen,Rice
2029,Pooh Richardson,185,81,"University of California, Los Angeles",1966,Philadelphia,Pennsylvania,Pooh,Richardson
2030,Clifford Robinson,206,99,University of Southern California,1960,Oakland,California,Clifford,Robinson
2031,David Robinson*,216,106,United States Naval Academy,1965,Key West,Florida,David,Robinson*
2032,Doug Roth,211,115,University of Tennessee,1967,Knoxville,Tennessee,Doug,Roth
2033,Donald Royal,203,95,University of Notre Dame,1966,New Orleans,Louisiana,Donald,Royal
2034,Delaney Rudd,188,81,Wake Forest University,1962,Halifax,North Carolina,Delaney,Rudd
2035,Jeff Sanders,203,102,Georgia Southern University,1966,Augusta,Georgia,Jeff,Sanders
2036,Dexter Shouse,188,90,University of South Alabama,1963,Terre Haute,Indiana,Dexter,Shouse
2037,Michael Smith,208,102,Brigham Young University,1965,Rochester,New York,Michael,Smith
2038,Jay Taylor,190,86,Eastern Illinois University,1967,Aurora,Illinois,Jay,Taylor
2039,Leonard Taylor,203,99,University of California,1966,Los Angeles,California,Leonard,Taylor
2040,Henry Turner,188,88,University of Nebraska,1938,Unknown,Unknown,Henry,Turner
2041,Gary Voce,206,108,University of Notre Dame,1965,Jamaica,Unknown,Gary,Voce
2042,Alexander Volkov,208,98,Unknown,1964,Omsk,Russia,Alexander,Volkov
2043,Doug West,198,90,Villanova University,1967,Altoona,Pennsylvania,Doug,West
2044,Randy White,203,108,Louisiana Tech University,1967,Shreveport,Louisiana,Randy,White
2045,Mike Williams,188,82,Lincoln University of Missouri,1945,Seattle,Washington,Mike,Williams
2046,Haywoode Workman,188,81,Oral Roberts University,1966,Charlotte,North Carolina,Haywoode,Workman
2047,Alaa Abdelnaby,208,108,Duke University,1968,Cairo,Egypt,Alaa,Abdelnaby
2048,Mahmoud Abdul-Rauf,188,83,"University of California, Los Angeles",1942,Wilmington,Delaware,Mahmoud,Abdul-Rauf
2049,Keith Askins,201,89,University of Alabama,1967,Athens,Alabama,Keith,Askins
2050,Milos Babic,213,108,Tennessee Technological University,1968,Kraljevo,Serbia,Milos,Babic
2051,Cedric Ball,203,95,University of North Carolina at Charlotte,1968,Worcester,Massachusetts,Cedric,Ball
2052,Lance Blanks,193,86,University of Texas at Austin,1966,Del Rio,Texas,Lance,Blanks
2053,Anthony Bonner,203,97,Saint Louis University,1968,St. Louis,Missouri,Anthony,Bonner
2054,Dee Brown,185,72,Jacksonville University,1968,Jacksonville,Florida,Dee,Brown
2055,Jud Buechler,198,99,University of Arizona,1968,San Diego,California,Jud,Buechler
2056,Matt Bullard,208,97,University of Iowa,1967,Des Moines,Iowa,Matt,Bullard
2057,Willie Burton,203,95,University of Minnesota,1968,Detroit,Michigan,Willie,Burton
2058,Rick Calloway,198,81,University of Kansas,1966,Cincinnati,Ohio,Rick,Calloway
2059,Elden Campbell,211,97,Clemson University,1968,Los Angeles,California,Elden,Campbell
2060,Duane Causwell,213,108,Temple University,1968,Queens Village,New York,Duane,Causwell
2061,Cedric Ceballos,198,86,"California State University, Fullerton",1969,Maui,Hawaii,Cedric,Ceballos
2062,Richard Coffey,198,96,University of Minnesota,1965,Aurora,North Carolina,Richard,Coffey
2063,Derrick Coleman,208,104,Syracuse University,1967,Mobile,Alabama,Derrick,Coleman
2064,Bimbo Coles,185,81,Virginia Polytechnic Institute and State University,1968,Covington,Virginia,Bimbo,Coles
2065,Anthony Cook,206,92,University of Arizona,1967,Los Angeles,California,Anthony,Cook
2066,Tony Dawson,201,97,Florida State University,1967,Kinston,North Carolina,Tony,Dawson
2067,Mario Elie,196,95,American International College,1963,New York,New York,Mario,Elie
2068,A.J. English,196,95,Unknown,1963,Unknown,Unknown,A.J.,English
2069,Danny Ferry,208,104,Duke University,1966,Hyattsville,Maryland,Danny,Ferry
2070,Greg Foster,211,108,University of Texas at El Paso,1968,Oakland,California,Greg,Foster
2071,Tate George,196,86,University of Connecticut,1968,Newark,New Jersey,Tate,George
2072,Kendall Gill,196,88,University of Illinois at Urbana-Champaign,1968,Chicago,Illinois,Kendall,Gill
2073,Gerald Glass,196,100,University of Mississippi,1967,Greenwood,Mississippi,Gerald,Glass
2074,Dan Godfread,208,113,University of Evansville,1967,Fort Wayne,Indiana,Dan,Godfread
2075,Jim Grandholm,213,106,University of South Florida,1960,Elkhart,Indiana,Jim,Grandholm
2076,Tony Harris,190,86,University of New Orleans,1967,Monroe,Louisiana,Tony,Harris
2077,Steve Henson,180,80,Kansas State University,1968,Junction City,Kansas,Steve,Henson
2078,Sean Higgins,206,92,University of Michigan,1968,Los Angeles,California,Sean,Higgins
2079,Tyrone Hill,206,108,Xavier University,1968,Cincinnati,Ohio,Tyrone,Hill
2080,Dave Jamerson,196,86,Ohio University,1967,Clarksburg,West Virginia,Dave,Jamerson
2081,Henry James,203,99,St. Mary's University,1965,Centreville,Alabama,Henry,James
2082,Les Jepsen,213,107,University of Iowa,1967,Bowbells,North Dakota,Les,Jepsen
2083,Alec Kessler,211,104,University of Georgia,1967,Minneapolis,Minnesota,Alec,Kessler
2084,Bo Kimble,193,86,Loyola Marymount University,1966,Philadelphia,Pennsylvania,Bo,Kimble
2085,Negele Knight,185,79,University of Dayton,1967,Detroit,Michigan,Negele,Knight
2086,Kurk Lee,190,86,Towson University,1967,Baltimore,Maryland,Kurk,Lee
2087,Marcus Liberty,203,92,University of Illinois at Urbana-Champaign,1968,Chicago,Illinois,Marcus,Liberty
2088,Ian Lockhart,203,108,University of Tennessee,1967,Nassau,Bahamas,Ian,Lockhart
2089,Tony Massenburg,206,99,University of Maryland,1967,Sussex,Virginia,Tony,Massenburg
2090,Travis Mays,188,86,University of Texas at Austin,1968,Ocala,Florida,Travis,Mays
2091,Terry Mills,208,104,University of Michigan,1967,Romulus,Michigan,Terry,Mills
2092,Chris Munk,206,102,University of Southern California,1967,San Francisco,California,Chris,Munk
2093,Jerrod Mustaf,208,107,University of Maryland,1969,Whiteville,North Carolina,Jerrod,Mustaf
2094,Dan O'Sullivan,208,113,Fordham University,1968,Bronx,New York,Dan,O'Sullivan
2095,Alan Ogg,218,108,University of Alabama at Birmingham,1967,Lancaster,Ohio,Alan,Ogg
2096,Brian Oliver,193,95,Georgia Institute of Technology,1968,Chicago,Illinois,Brian,Oliver
2097,Gerald Paddio,201,92,"University of Nevada, Las Vegas",1965,Lafayette,Louisiana,Gerald,Paddio
2098,Walter Palmer,216,97,Dartmouth College,1968,Ithaca,New York,Walter,Palmer
2099,Gary Payton*,193,81,Oregon State University,1968,Oakland,California,Gary,Payton*
2100,Kevin Pritchard,190,81,University of Kansas,1967,Bloomington,Indiana,Kevin,Pritchard
2101,Larry Robinson,190,81,Centenary College of Louisiana,1968,Bossier City,Louisiana,Larry,Robinson
2102,Rumeal Robinson,188,88,University of Michigan,1966,Mandeville,Jamaica,Rumeal,Robinson
2103,Steve Scheffler,206,113,Purdue University,1967,Grand Rapids,Michigan,Steve,Scheffler
2104,Dwayne Schintzius,216,117,University of Florida,1968,Brandon,Florida,Dwayne,Schintzius
2105,Dennis Scott,203,103,Georgia Institute of Technology,1968,Hagerstown,Maryland,Dennis,Scott
2106,Lionel Simmons,201,95,La Salle University,1968,Philadelphia,Pennsylvania,Lionel,Simmons
2107,Tony Smith,201,95,Unknown,1968,Unknown,Unknown,Tony,Smith
2108,Felton Spencer,213,120,University of Louisville,1968,Louisville,Kentucky,Felton,Spencer
2109,Irving Thomas,203,102,Florida State University,1966,Brooklyn,New York,Irving,Thomas
2110,Andy Toolson,198,95,Brigham Young University,1966,Chicago,Illinois,Andy,Toolson
2111,Loy Vaught,206,104,University of Michigan,1968,Grand Rapids,Michigan,Loy,Vaught
2112,Stojko Vrankovic,218,117,Unknown,1964,Drnis,Croatia,Stojko,Vrankovic
2113,Jayson Williams,206,108,St. John's University,1968,Ritter,South Carolina,Jayson,Williams
2114,Kenny Williams,188,79,St. John's University,1961,New York,New York,Kenny,Williams
2115,Scott Williams,208,104,University of North Carolina,1968,Hacienda Heights,California,Scott,Williams
2116,Trevor Wilson,201,95,"University of California, Los Angeles",1968,Los Angeles,California,Trevor,Wilson
2117,Kennard Winchester,196,95,Averett University,1966,Chestertown,Maryland,Kennard,Winchester
2118,Howard Wright,190,83,Austin Peay State University,1947,Louisville,Kentucky,Howard,Wright
2119,A.J. Wynder,190,83,Unknown,1947,Unknown,Unknown,A.J.,Wynder
2120,Victor Alexander,206,120,Iowa State University,1969,Detroit,Michigan,Victor,Alexander
2121,Kenny Anderson,183,76,Georgia Institute of Technology,1970,Queens,New York,Kenny,Anderson
2122,Greg Anthony,183,79,"University of Nevada, Las Vegas",1967,Las Vegas,Nevada,Greg,Anthony
2123,Stacey Augmon,203,92,"University of Nevada, Las Vegas",1968,Pasadena,California,Stacey,Augmon
2124,Isaac Austin,208,115,Arizona State University,1969,Gridley,California,Isaac,Austin
2125,Steve Bardo,196,86,University of Illinois at Urbana-Champaign,1968,Henderson,Kentucky,Steve,Bardo
2126,David Benoit,203,99,University of Alabama,1968,Lafayette,Louisiana,David,Benoit
2127,Terrell Brandon,180,81,University of Oregon,1970,Portland,Oregon,Terrell,Brandon
2128,Kevin Brooks,198,90,University of Louisiana at Lafayette,1969,Beaufort,South Carolina,Kevin,Brooks
2129,Myron Brown,190,81,Slippery Rock University of Pennsylvania,1969,McKees Rocks,Pennsylvania,Myron,Brown
2130,Randy Brown,203,99,University of Idaho,1965,Atlanta,Georgia,Randy,Brown
2131,Demetrius Calip,185,74,University of Michigan,1969,Flint,Michigan,Demetrius,Calip
2132,Pete Chilcutt,208,104,University of North Carolina,1968,Sumter,South Carolina,Pete,Chilcutt
2133,Marty Conlon,208,101,Providence College,1968,Bronx,New York,Marty,Conlon
2134,Tom Copa,208,124,Marquette University,1964,Robbinsdale,Minnesota,Tom,Copa
2135,Chris Corchiani,183,83,North Carolina State University,1968,Coral Gables,Florida,Chris,Corchiani
2136,Corey Crowder,196,97,Kentucky Wesleyan College,1969,Carrollton,Georgia,Corey,Crowder
2137,Dale Davis,211,104,Clemson University,1969,Toccoa,Georgia,Dale,Davis
2138,Bison Dele,206,106,University of Arizona,1969,Fresno,California,Bison,Dele
2139,Patrick Eddie,211,108,University of Mississippi,1967,Milwaukee,Wisconsin,Patrick,Eddie
2140,LeRon Ellis,208,95,St. John's University,1940,Far Rockaway,New York,LeRon,Ellis
2141,Rick Fox,201,104,University of North Carolina,1969,Toronto,Canada,Rick,Fox
2142,Chris Gatling,208,99,Old Dominion University,1967,Elizabeth,New Jersey,Chris,Gatling
2143,Paul Graham,198,90,Ohio University,1967,Philadelphia,Pennsylvania,Paul,Graham
2144,Sean Green,196,95,Iona College,1970,Santa Monica,California,Sean,Green
2145,Carl Herrera,206,97,University of Houston,1966,Trinidad,Trinidad and Tobago,Carl,Herrera
2146,Donald Hodge,213,104,Temple University,1969,Washington,District of Columbia,Donald,Hodge
2147,Brian Howard,198,92,North Carolina State University,1967,Winston-Salem,North Carolina,Brian,Howard
2148,Cedric Hunter,183,81,University of Kansas,1965,Wichita Falls,Texas,Cedric,Hunter
2149,Mike Iuzzolino,178,79,Saint Francis University,1968,Altoona,Pennsylvania,Mike,Iuzzolino
2150,Rich King,218,117,University of Nebraska,1969,Lincoln,Nebraska,Rich,King
2151,Doug Lee,196,90,Purdue University,1964,Washington,Illinois,Doug,Lee
2152,Luc Longley,218,120,University of New Mexico,1969,Melbourne,Australia,Luc,Longley
2153,Kevin Lynch,196,88,University of Minnesota,1968,Bloomington,Minnesota,Kevin,Lynch
2154,Mark Macon,196,83,Temple University,1969,Saginaw,Michigan,Mark,Macon
2155,Tharon Mayes,190,79,Florida State University,1968,New Haven,Connecticut,Tharon,Mayes
2156,Rodney Monroe,190,83,North Carolina State University,1968,Baltimore,Maryland,Rodney,Monroe
2157,Tracy Moore,193,90,University of Tulsa,1965,Oklahoma City,Oklahoma,Tracy,Moore
2158,Eric Murdock,185,86,Providence College,1968,Somerville,New Jersey,Eric,Murdock
2159,Dikembe Mutombo*,218,111,Georgetown University,1966,Kinshasa,Democratic Republic of the Congo,Dikembe,Mutombo*
2160,Jimmy Oliver,196,92,Purdue University,1969,Menifee,Arkansas,Jimmy,Oliver
2161,Billy Owens,203,99,Syracuse University,1969,Carlisle,Pennsylvania,Billy,Owens
2162,Keith Owens,201,102,"University of California, Los Angeles",1969,San Francisco,California,Keith,Owens
2163,Robert Pack,188,81,University of Southern California,1969,New Orleans,Louisiana,Robert,Pack
2164,Elliot Perry,183,68,University of Memphis,1969,Memphis,Tennessee,Elliot,Perry
2165,Bobby Phills,196,95,Southern University and A&M College,1969,Baton Rouge,Louisiana,Bobby,Phills
2166,Mark Randall,203,106,University of Kansas,1967,Edina,Minnesota,Mark,Randall
2167,Stanley Roberts,213,129,Louisiana State University,1970,Hopkins,South Carolina,Stanley,Roberts
2168,Doug Smith,188,86,University of Minnesota,1920,Minnesota,Unknown,Doug,Smith
2169,LaBradford Smith,203,97,Alcorn State University,1958,Rolling Fork,Mississippi,LaBradford,Smith
2170,Steve Smith,201,90,Michigan State University,1969,Highland Park,Michigan,Steve,Smith
2171,Larry Stewart,203,99,Coppin State University,1968,Philadelphia,Pennsylvania,Larry,Stewart
2172,Derek Strong,203,99,Xavier University,1968,Los Angeles,California,Derek,Strong
2173,Lamont Strothers,193,86,Christopher Newport University,1968,Nansemond County,Virginia,Lamont,Strothers
2174,Greg Sutton,188,77,Oral Roberts University,1967,Santa Cruz,California,Greg,Sutton
2175,Carl Thomas,193,79,Eastern Michigan University,1969,Dayton,Ohio,Carl,Thomas
2176,Charles Thomas,190,79,Eastern Michigan University,1969,Dayton,Ohio,Charles,Thomas
2177,Stephen Thompson,193,83,Syracuse University,1968,Los Angeles,California,Stephen,Thompson
2178,John Turner,203,111,Phillips University,1967,Washington,District of Columbia,John,Turner
2179,Joao Vianna,206,97,Unknown,1966,Trabajara,Brazil,Joao,Vianna
2180,Eric Anderson,206,99,Indiana University,1970,Chicago,Illinois,Eric,Anderson
2181,Anthony Avent,206,106,Seton Hall University,1969,Rocky Mount,North Carolina,Anthony,Avent
2182,Jon Barry,193,88,Georgia Institute of Technology,1969,Oakland,California,Jon,Barry
2183,Tony Bennett,183,79,University of Wisconsin-Green Bay,1969,Green Bay,Wisconsin,Tony,Bennett
2184,Alex Blackwell,198,113,Monmouth University,1970,Toms River,New Jersey,Alex,Blackwell
2185,Ricky Blanton,201,97,Louisiana State University,1966,Miami,Florida,Ricky,Blanton
2186,Walter Bond,196,90,University of Minnesota,1969,Chicago,Illinois,Walter,Bond
2187,Dexter Cambridge,201,101,University of Texas at Austin,1970,Eleuthra,Bahamas,Dexter,Cambridge
2188,Doug Christie,198,90,Pepperdine University,1970,Seattle,Washington,Doug,Christie
2189,Duane Cooper,185,83,University of Southern California,1969,Benton Harbor,Michigan,Duane,Cooper
2190,Joe Courtney,203,106,University of Southern Mississippi,1969,Jackson,Mississippi,Joe,Courtney
2191,John Crotty,185,83,University of Virginia,1969,Orange,New Jersey,John,Crotty
2192,Radisav Curcic,208,124,Unknown,1965,Cacak,Serbia,Radisav,Curcic
2193,Lloyd Daniels,201,92,Mount San Antonio College,1967,Brooklyn,New York,Lloyd,Daniels
2194,Hubert Davis,196,83,University of North Carolina,1970,Winston-Salem,North Carolina,Hubert,Davis
2195,Todd Day,198,85,University of Arkansas,1970,Decatur,Illinois,Todd,Day
2196,Richard Dumas,190,77,Northeastern State University,1970,Unknown,Unknown,Richard,Dumas
2197,Pat Durham,201,95,Colorado State University,1967,Dallas,Texas,Pat,Durham
2198,LaPhonso Ellis,203,108,University of Notre Dame,1970,East St. Louis,Illinois,LaPhonso,Ellis
2199,Matt Geiger,213,110,Georgia Institute of Technology,1969,Salem,Massachusetts,Matt,Geiger
2200,Litterial Green,185,83,University of Georgia,1970,Pascagoula,Mississippi,Litterial,Green
2201,Tom Gugliotta,208,108,North Carolina State University,1969,Huntington Station,New York,Tom,Gugliotta
2202,Jay Guidinger,208,115,University of Minnesota Duluth,1969,Milwaukee,Wisconsin,Jay,Guidinger
2203,Robert Horry,206,99,University of Alabama,1970,Andalusia,Alabama,Robert,Horry
2204,Byron Houston,196,113,Oklahoma State University,1969,Watonga,Kansas,Byron,Houston
2205,Stephen Howard,206,102,DePaul University,1970,Dallas,Texas,Stephen,Howard
2206,Jim Jackson,198,99,Ohio State University,1970,Toledo,Ohio,Jim,Jackson
2207,Keith Jennings,170,72,East Tennessee State University,1968,Culpepper,Virginia,Keith,Jennings
2208,Dave Johnson,201,95,Syracuse University,1970,Morgan City,Louisiana,Dave,Johnson
2209,Thomas Jordan,208,99,Oklahoma State University,1968,Baltimore,Maryland,Thomas,Jordan
2210,Adam Keefe,206,104,Stanford University,1970,Irvine,California,Adam,Keefe
2211,Christian Laettner,211,106,Duke University,1969,Angola,New York,Christian,Laettner
2212,Sam Mack,201,99,University of Houston,1970,Chicago,Illinois,Sam,Mack
2213,Don MacLean,208,106,"University of California, Los Angeles",1970,Palo Alto,California,Don,MacLean
2214,Marlon Maxey,203,113,University of Texas at El Paso,1969,Chicago,Illinois,Marlon,Maxey
2215,Lee Mayberry,185,78,University of Arkansas,1970,Tulsa,Oklahoma,Lee,Mayberry
2216,Oliver Miller,206,127,University of Arkansas,1970,Fort Worth,Texas,Oliver,Miller
2217,Harold Miner,196,95,University of Southern California,1971,Inglewood,California,Harold,Miner
2218,Isaiah Morris,203,103,University of Arkansas,1969,Richmond,Virginia,Isaiah,Morris
2219,Alonzo Mourning*,208,108,Georgetown University,1970,Chesapeake,Virginia,Alonzo,Mourning*
2220,Tracy Murray,201,102,"University of California, Los Angeles",1971,Los Angeles,California,Tracy,Murray
2221,Melvin Newbern,193,90,University of Minnesota,1967,Toledo,Ohio,Melvin,Newbern
2222,Shaquille O'Neal*,216,147,Louisiana State University,1972,Newark,New Jersey,Shaquille,O'Neal*
2223,Matt Othick,188,74,University of Arizona,1969,Clovis,New Mexico,Matt,Othick
2224,Doug Overton,190,86,La Salle University,1969,Philadelphia,Pennsylvania,Doug,Overton
2225,Anthony Peeler,193,94,University of Missouri,1969,Kansas City,Missouri,Anthony,Peeler
2226,Brent Price,185,74,University of Oklahoma,1968,Shawnee,Oklahoma,Brent,Price
2227,Anthony Pullard,208,111,McNeese State University,1966,DeQuincy,Louisiana,Anthony,Pullard
2228,Sean Rooks,208,113,University of Arizona,1969,New York,New York,Sean,Rooks
2229,Malik Sealy,203,86,St. John's University,1970,Bronx,New York,Malik,Sealy
2230,Chris Smith,208,104,University of Pittsburgh,1965,Bridgeport,Connecticut,Chris,Smith
2231,Reggie Smith,208,108,Texas Christian University,1970,San Jose,California,Reggie,Smith
2232,Andre Spencer,198,95,Northern Arizona University,1964,Stockton,California,Andre,Spencer
2233,Elmore Spencer,213,122,"University of Nevada, Las Vegas",1969,Atlanta,Georgia,Elmore,Spencer
2234,Latrell Sprewell,196,86,University of Alabama,1970,Milwaukee,Wisconsin,Latrell,Sprewell
2235,Barry Stevens,196,88,Iowa State University,1963,Flint,Michigan,Barry,Stevens
2236,Bryant Stith,196,94,University of Virginia,1970,Emporia,Virginia,Bryant,Stith
2237,Gundars Vetra,198,88,Unknown,1967,Ventspils,Latvia,Gundars,Vetra
2238,Clarence Weatherspoon,198,108,University of Southern Mississippi,1970,Crawford,Mississippi,Clarence,Weatherspoon
2239,Marcus Webb,206,115,University of Alabama,1970,Montgomery,Alabama,Marcus,Webb
2240,Robert Werdann,211,113,St. John's University,1970,Sunnyside,New York,Robert,Werdann
2241,Corey Williams,188,86,Oklahoma State University,1970,Twiggs,Georgia,Corey,Williams
2242,Lorenzo Williams,206,90,Stetson University,1969,Ocala,Florida,Lorenzo,Williams
2243,Walt Williams,193,88,Indiana University,1923,Unknown,Unknown,Walt,Williams
2244,Randy Woods,178,83,La Salle University,1970,Philadelphia,Pennsylvania,Randy,Woods
2245,Gary Alexander,201,108,University of South Florida,1969,Jacksonville,Florida,Gary,Alexander
2246,Vin Baker,211,105,University of Hartford,1971,Lake Wales,Florida,Vin,Baker
2247,Corie Blount,206,108,University of Cincinnati,1969,Monrovia,California,Corie,Blount
2248,Shawn Bradley,229,106,Brigham Young University,1972,Landstuhl,Germany,Shawn,Bradley
2249,P.J. Brown,229,106,Unknown,1972,Unknown,Unknown,P.J.,Brown
2250,Evers Burns,203,117,University of Maryland,1971,Baltimore,Maryland,Evers,Burns
2251,Scott Burrell,201,98,University of Connecticut,1971,New Haven,Connecticut,Scott,Burrell
2252,Mitchell Butler,188,77,University of Memphis,1946,Memphis,Tennessee,Mitchell,Butler
2253,Sam Cassell,190,83,Florida State University,1969,Baltimore,Maryland,Sam,Cassell
2254,Calbert Cheaney,201,94,Indiana University,1971,Evansville,Indiana,Calbert,Cheaney
2255,Michael Curry,196,95,Georgia Southern University,1968,Anniston,Alabama,Michael,Curry
2256,Antonio Davis,206,97,University of Texas at El Paso,1968,Oakland,California,Antonio,Davis
2257,Brian Davis,190,81,University of Maryland,1955,Monaca,Pennsylvania,Brian,Davis
2258,Terry Dehere,188,86,Seton Hall University,1971,New York,New York,Terry,Dehere
2259,Dell Demps,190,92,University of the Pacific,1970,Long Beach,California,Dell,Demps
2260,Acie Earl,208,108,University of Iowa,1970,Peoria,Illinois,Acie,Earl
2261,Bill Edwards,203,97,Wright State University,1971,Middletown,Ohio,Bill,Edwards
2262,Doug Edwards,201,99,Florida State University,1971,Miami,Florida,Doug,Edwards
2263,Harold Ellis,196,90,Morehouse College,1970,Atlanta,Georgia,Harold,Ellis
2264,Alphonso Ford,185,86,Mississippi Valley State University,1971,Greenwood,Mississippi,Alphonso,Ford
2265,Chad Gallagher,208,115,Creighton University,1969,Rockford,Illinois,Chad,Gallagher
2266,Andrew Gaze,201,92,Seton Hall University,1965,Melbourne,Australia,Andrew,Gaze
2267,Ricky Grace,185,81,University of Oklahoma,1967,Dallas,Texas,Ricky,Grace
2268,Greg Graham,193,78,Indiana University,1970,Indianapolis,Indiana,Greg,Graham
2269,Josh Grant,206,101,University of Utah,1967,Salt Lake City,Utah,Josh,Grant
2270,Andres Guibert,208,102,Unknown,1968,Havana,Cuba,Andres,Guibert
2271,Geert Hammink,213,118,Louisiana State University,1969,Didam,Netherlands,Geert,Hammink
2272,Anfernee Hardaway,201,88,University of Memphis,1971,Memphis,Tennessee,Anfernee,Hardaway
2273,Lucious Harris,196,86,"California State University, Long Beach",1970,Los Angeles,California,Lucious,Harris
2274,Antonio Harvey,211,102,Pfeiffer University,1970,Pascagoula,Mississippi,Antonio,Harvey
2275,Scott Haskin,211,113,Oregon State University,1970,Riverside,California,Scott,Haskin
2276,Skeeter Henry,201,86,University of Oklahoma,1967,Dallas,Texas,Skeeter,Henry
2277,Allan Houston,198,90,University of Tennessee,1971,Louisville,Kentucky,Allan,Houston
2278,Lindsey Hunter,188,77,Jackson State University,1970,Utica,Mississippi,Lindsey,Hunter
2279,Bobby Hurley,183,74,Duke University,1971,Jersey City,New Jersey,Bobby,Hurley
2280,Stanley Jackson,190,83,University of Alabama at Birmingham,1970,Tuskegee,Alabama,Stanley,Jackson
2281,Chris Jent,201,99,Ohio State University,1970,Orange,California,Chris,Jent
2282,Ervin Johnson,188,92,University of Nebraska,1966,Brooklyn,New York,Ervin,Johnson
2283,Popeye Jones,203,113,Murray State University,1970,Dresden,Tennessee,Popeye,Jones
2284,Adonis Jordan,180,77,University of Kansas,1970,Brooklyn,New York,Adonis,Jordan
2285,Reggie Jordan,193,88,New Mexico State University,1968,Chicago,Illinois,Reggie,Jordan
2286,Warren Kidd,206,106,Middle Tennessee State University,1970,Harpersville,Alabama,Warren,Kidd
2287,Chris King,203,97,Wake Forest University,1969,Newton Grove,North Carolina,Chris,King
2288,Toni Kukoc,208,87,Unknown,1968,Split,Croatia,Toni,Kukoc
2289,George Lynch,203,98,University of North Carolina,1970,Roanoke,Virginia,George,Lynch
2290,Malcolm Mackey,206,112,Georgia Institute of Technology,1970,Chattanooga,Tennessee,Malcolm,Mackey
2291,Gerald Madkins,193,90,"University of California, Los Angeles",1969,Merced,California,Gerald,Madkins
2292,Bob Martin,213,113,University of Minnesota,1969,Minneapolis,Minnesota,Bob,Martin
2293,Jamal Mashburn,203,108,University of Kentucky,1972,New York,New York,Jamal,Mashburn
2294,Darnell Mee,196,79,Western Kentucky University,1971,Cleveland,Tennessee,Darnell,Mee
2295,Chris Mills,198,97,University of Arizona,1970,Los Angeles,California,Chris,Mills
2296,Darren Morningstar,208,106,University of Pittsburgh,1969,Stevenson,Washington,Darren,Morningstar
2297,Gheorghe Muresan,231,137,Unknown,1971,Triteni,Romania,Gheorghe,Muresan
2298,Bo Outlaw,203,95,University of Houston,1971,San Antonio,Texas,Bo,Outlaw
2299,Mike Peplowski,208,122,Michigan State University,1970,Detroit,Michigan,Mike,Peplowski
2300,Richard Petruska,208,117,"University of California, Los Angeles",1969,Levice,Slovakia,Richard,Petruska
2301,Dino Radja,211,102,Unknown,1967,Split,Croatia,Dino,Radja
2302,Isaiah Rider,196,97,"University of Nevada, Las Vegas",1971,Oakland,California,Isaiah,Rider
2303,Eric Riley,213,111,University of Michigan,1970,Cleveland,Ohio,Eric,Riley
2304,James Robinson,198,95,"University of Nevada, Las Vegas",1955,Los Angeles,California,James,Robinson
2305,Rodney Rogers,201,106,Wake Forest University,1971,Durham,North Carolina,Rodney,Rogers
2306,Bryon Russell,201,102,"California State University, Long Beach",1970,San Bernardino,California,Bryon,Russell
2307,Kevin Thompson,211,117,North Carolina State University,1971,Winston-Salem,North Carolina,Kevin,Thompson
2308,Keith Tower,211,113,University of Notre Dame,1970,Libby,Montana,Keith,Tower
2309,Nick Van,211,113,Unknown,1970,Unknown,Unknown,Nick,Van
2310,Rex Walters,193,86,University of Kansas,1970,Omaha,Nebraska,Rex,Walters
2311,Chris Webber,206,111,University of Michigan,1973,Detroit,Michigan,Chris,Webber
2312,Matt Wenstrom,216,113,University of North Carolina,1970,Minneapolis,Minnesota,Matt,Wenstrom
2313,David Wesley,183,86,Baylor University,1970,San Antonio,Texas,David,Wesley
2314,Chris Whitney,183,76,Clemson University,1971,Hopkinsville,Kentucky,Chris,Whitney
